label,target_A,target_B,best_loss,true_steady_A,true_steady_B,param_alpha_A,param_alpha_B,param_K_A,param_K_B,param_n_A,param_n_B,param_dA,param_dB
A10_B8,10.0,8.0,0.3757249414920807,7.735031111163624,0.023326205781269874,12.171812568147221,10.091963708188255,1.5263191153474718,2.8418332686544727,3.9544465348152067,3.1118224399737233,1.5735947188939234,0.7051183124642642
A1_B8,1.0,8.0,0.21346066892147064,0.003202677578940156,8.714819266231656,29.63461512760022,11.729252599436032,2.986160810329168,0.792245376101316,3.452613312661678,3.6465295196309526,1.474780558610256,1.345897400790586
A60_B20,60.0,20.0,15.419407844543457,55.01476548247405,3.200578466154731e-05,62.59480272278944,11.656379855384113,1.4236519411006863,2.966620434551224,3.500202870479651,2.4313028299187085,1.1377808251389026,1.0144604347819417
A5_B5,5.0,5.0,0.42433223128318787,7.675528273720438,0.030735553543255613,14.264434355711558,13.701123227390049,1.0992018824357892,1.329679433496052,2.9868896022831644,1.6116661104161072,1.8541515489861928,1.3390017432029162
